                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.5864,                 1.4191,                 1.7749,                0.69957,                0.46607,                0.54649,                0.26686,                 1.8203,                 1.4969,                 1.8741,              0.0018719,              0.0018719,              0.0018719
                     13,                 1.5841,                 1.4104,                 1.7577,                0.66551,                0.44478,                0.51782,                0.25074,                 1.8494,                 1.5255,                 1.8618,              0.0018602,              0.0018602,              0.0018602
                     14,                 1.5458,                 1.3577,                 1.7297,                0.70244,                0.48403,                0.57431,                0.28602,                 1.7493,                 1.4463,                 1.8192,              0.0018486,              0.0018486,              0.0018486
                     15,                   1.53,                 1.3248,                  1.707,                0.69708,                0.49376,                0.57882,                0.28833,                 1.7765,                 1.4008,                 1.8285,              0.0018369,              0.0018369,              0.0018369
                     16,                 1.5037,                 1.2783,                 1.6839,                0.72812,                0.50898,                0.60044,                0.31502,                 1.7087,                 1.3453,                 1.7609,              0.0018253,              0.0018253,              0.0018253
                     17,                 1.4839,                 1.2625,                 1.6867,                 0.7506,                0.50761,                0.60792,                0.31329,                 1.7181,                 1.3405,                 1.7598,              0.0018136,              0.0018136,              0.0018136
                     18,                 1.4783,                 1.2289,                 1.6537,                0.70935,                0.50419,                0.59182,                0.29589,                 1.7651,                 1.3558,                 1.8024,               0.001802,               0.001802,               0.001802
                     19,                 1.4527,                 1.1933,                 1.6375,                0.75003,                0.52404,                0.63236,                0.33655,                 1.6707,                 1.2588,                 1.7291,              0.0017904,              0.0017904,              0.0017904
                     20,                 1.4314,                 1.1672,                 1.6219,                0.74919,                0.53661,                0.63699,                0.33502,                 1.6884,                 1.2629,                 1.7296,              0.0017787,              0.0017787,              0.0017787
                     21,                 1.4243,                 1.1659,                 1.6078,                0.71302,                0.55295,                0.63303,                 0.3316,                 1.6694,                 1.2361,                 1.7091,              0.0017671,              0.0017671,              0.0017671
                     22,                 1.4087,                  1.114,                 1.5953,                0.69367,                0.51796,                0.60197,                0.31875,                  1.689,                 1.2827,                  1.717,              0.0017554,              0.0017554,              0.0017554
                     23,                 1.3909,                 1.1017,                 1.5819,                0.76532,                0.54291,                0.64162,                 0.3349,                 1.6951,                 1.2544,                 1.7648,              0.0017438,              0.0017438,              0.0017438
                     24,                 1.3841,                 1.0852,                 1.5678,                0.80164,                 0.5499,                0.66145,                0.36599,                 1.5845,                 1.1604,                 1.6621,              0.0017321,              0.0017321,              0.0017321
                     25,                 1.3851,                 1.0789,                 1.5662,                0.75279,                0.53992,                0.64472,                0.35218,                 1.6238,                 1.1983,                 1.6732,              0.0017205,              0.0017205,              0.0017205
                     26,                  1.343,                 1.0333,                 1.5288,                0.76867,                0.56387,                0.67542,                0.36353,                 1.6179,                 1.1929,                 1.6606,              0.0017088,              0.0017088,              0.0017088
                     27,                  1.353,                 1.0335,                 1.5276,                 0.7755,                0.56786,                 0.6736,                0.35983,                 1.6312,                 1.1912,                 1.6715,              0.0016972,              0.0016972,              0.0016972
                     28,                 1.3458,                 1.0399,                 1.5282,                0.78856,                0.57318,                0.67974,                0.36766,                 1.6236,                 1.1366,                  1.659,              0.0016855,              0.0016855,              0.0016855
                     29,                 1.3372,                 1.0249,                 1.5137,                0.80177,                0.56514,                0.68386,                0.38389,                 1.5744,                  1.125,                 1.6355,              0.0016739,              0.0016739,              0.0016739
                     30,                 1.3336,                 1.0071,                 1.5083,                0.79869,                 0.5978,                0.69729,                0.39069,                 1.5561,                  1.081,                 1.6001,              0.0016622,              0.0016622,              0.0016622
                     31,                 1.3017,                0.99546,                 1.4948,                0.80058,                0.56287,                0.67013,                0.37179,                 1.5852,                 1.1431,                 1.6241,              0.0016506,              0.0016506,              0.0016506
                     32,                 1.3124,                0.99077,                 1.4906,                0.76129,                0.59281,                0.68065,                0.35651,                 1.6529,                 1.1279,                 1.6753,              0.0016389,              0.0016389,              0.0016389
                     33,                 1.2794,                0.96057,                 1.4695,                0.80612,                0.56886,                0.68604,                 0.3815,                 1.5658,                 1.1088,                 1.6055,              0.0016273,              0.0016273,              0.0016273
                     34,                  1.282,                 0.9581,                 1.4649,                0.81134,                0.57942,                0.69061,                0.38499,                 1.5803,                 1.1101,                 1.6232,              0.0016156,              0.0016156,              0.0016156
                     35,                 1.2862,                0.96675,                 1.4757,                0.79057,                0.61785,                 0.7111,                0.40964,                  1.516,                 1.0507,                 1.5709,               0.001604,               0.001604,               0.001604
                     36,                 1.2666,                0.94499,                 1.4574,                0.79562,                0.57186,                0.69345,                0.36832,                 1.6203,                 1.1179,                 1.6531,              0.0015924,              0.0015924,              0.0015924
                     37,                  1.253,                0.92944,                 1.4403,                 0.7996,                0.62475,                0.72669,                0.41194,                 1.5106,                  1.016,                 1.5727,              0.0015807,              0.0015807,              0.0015807
                     38,                 1.2615,                0.91921,                 1.4389,                0.85986,                0.57559,                0.70924,                 0.3969,                  1.558,                 1.0346,                 1.5958,              0.0015691,              0.0015691,              0.0015691
                     39,                 1.2449,                0.91242,                 1.4329,                0.83391,                0.62634,                0.73111,                0.42236,                 1.5038,                0.99396,                 1.5386,              0.0015574,              0.0015574,              0.0015574
                     40,                 1.2514,                0.91261,                 1.4296,                0.83368,                0.62275,                0.73188,                0.41577,                 1.4982,                 1.0096,                 1.5303,              0.0015458,              0.0015458,              0.0015458
                     41,                  1.239,                0.89582,                 1.4222,                0.87768,                0.58782,                0.72206,                0.42156,                 1.4968,                 1.0054,                 1.5441,              0.0015341,              0.0015341,              0.0015341
                     42,                 1.2425,                 0.8988,                 1.4188,                0.84208,                0.59603,                0.73042,                0.42517,                 1.4765,                 1.0093,                 1.5213,              0.0015225,              0.0015225,              0.0015225
                     43,                 1.2168,                0.87644,                 1.4026,                0.82708,                0.62874,                0.74243,                0.42105,                 1.5091,                0.98366,                 1.5361,              0.0015108,              0.0015108,              0.0015108
                     44,                 1.2153,                 0.8722,                 1.3957,                0.87002,                0.61377,                0.74164,                0.43144,                 1.4797,                0.95567,                 1.5175,              0.0014992,              0.0014992,              0.0014992
                     45,                 1.2073,                0.86573,                 1.3932,                0.83909,                0.62774,                0.73608,                0.43598,                 1.4533,                0.96538,                 1.5037,              0.0014875,              0.0014875,              0.0014875
                     46,                 1.2071,                0.86227,                 1.3944,                0.83688,                0.63373,                0.73581,                0.42239,                 1.5007,                 0.9784,                 1.5251,              0.0014759,              0.0014759,              0.0014759
                     47,                  1.201,                0.85285,                 1.3903,                0.82911,                0.62375,                0.73299,                0.42592,                 1.4928,                0.96541,                 1.5382,              0.0014642,              0.0014642,              0.0014642
                     48,                 1.1891,                0.84048,                 1.3776,                0.81481,                0.64172,                0.74285,                0.43324,                 1.4571,                0.96362,                 1.5067,              0.0014526,              0.0014526,              0.0014526
                     49,                 1.1714,                0.82737,                 1.3658,                0.82571,                0.62974,                0.74213,                0.43542,                 1.4617,                0.95609,                 1.5003,              0.0014409,              0.0014409,              0.0014409
                     50,                 1.1767,                0.83095,                 1.3668,                0.86121,                0.62974,                0.75041,                0.44327,                 1.4533,                0.93334,                 1.5048,              0.0014293,              0.0014293,              0.0014293
                     51,                 1.1718,                0.81946,                 1.3626,                0.84102,                0.65269,                0.76651,                0.44723,                 1.4679,                0.92345,                 1.4987,              0.0014176,              0.0014176,              0.0014176
                     52,                 1.1752,                0.82938,                  1.361,                0.85184,                0.64072,                 0.7518,                0.44146,                 1.4489,                0.94798,                 1.5036,               0.001406,               0.001406,               0.001406
                     53,                 1.1667,                0.81235,                  1.357,                0.85107,                0.63074,                0.75109,                0.44764,                 1.4437,                0.91353,                 1.4983,              0.0013944,              0.0013944,              0.0013944
                     54,                 1.1575,                0.79625,                 1.3359,                0.86167,                0.63573,                0.75227,                0.44969,                 1.4273,                0.92074,                 1.4755,              0.0013827,              0.0013827,              0.0013827
                     55,                 1.1582,                0.80941,                 1.3475,                0.86396,                0.61577,                0.75297,                0.45328,                 1.4103,                 0.9205,                 1.4539,              0.0013711,              0.0013711,              0.0013711
                     56,                 1.1284,                0.78246,                 1.3233,                0.86068,                0.61677,                0.74867,                0.44721,                  1.428,                0.90859,                  1.469,              0.0013594,              0.0013594,              0.0013594
                     57,                 1.1708,                0.81342,                 1.3486,                0.86086,                  0.636,                0.76426,                0.46028,                 1.4043,                0.90207,                 1.4584,              0.0013478,              0.0013478,              0.0013478
                     58,                  1.146,                0.79183,                 1.3395,                0.79854,                0.67166,                 0.7607,                0.45353,                 1.4378,                0.89284,                 1.4778,              0.0013361,              0.0013361,              0.0013361
                     59,                 1.1261,                0.77747,                 1.3272,                0.85254,                0.66933,                0.78059,                0.46725,                 1.3903,                0.85842,                 1.4413,              0.0013245,              0.0013245,              0.0013245
                     60,                 1.1396,                0.77562,                  1.322,                0.84586,                0.64271,                0.76031,                0.45546,                 1.4204,                0.88828,                 1.4622,              0.0013128,              0.0013128,              0.0013128
                     61,                 1.1295,                0.77119,                  1.325,                0.83899,                0.66267,                0.76961,                0.46586,                 1.3964,                0.88041,                 1.4432,              0.0013012,              0.0013012,              0.0013012
                     62,                 1.1222,                0.77475,                 1.3158,                0.82943,                0.65669,                 0.7654,                0.45119,                  1.432,                0.89479,                 1.4627,              0.0012895,              0.0012895,              0.0012895
                     63,                 1.1003,                0.75458,                  1.302,                0.84773,                0.67864,                0.78317,                0.46841,                 1.3952,                0.91027,                 1.4504,              0.0012779,              0.0012779,              0.0012779
                     64,                 1.1142,                0.75921,                 1.3062,                0.85678,                0.64471,                0.76358,                0.45478,                 1.4231,                0.90117,                 1.4579,              0.0012662,              0.0012662,              0.0012662
                     65,                 1.1129,                0.76447,                 1.3104,                0.89108,                 0.6517,                0.78015,                0.46884,                 1.4002,                0.85477,                  1.446,              0.0012546,              0.0012546,              0.0012546
                     66,                  1.111,                0.75091,                 1.3038,                0.86465,                0.65669,                0.77897,                0.47782,                  1.381,                0.84042,                 1.4417,              0.0012429,              0.0012429,              0.0012429
                     67,                 1.0938,                0.75205,                 1.2957,                 0.8502,                0.67864,                0.78151,                0.46488,                 1.4022,                0.86328,                 1.4434,              0.0012313,              0.0012313,              0.0012313
                     68,                 1.0879,                0.73548,                 1.2867,                0.84155,                0.68363,                0.78243,                  0.476,                 1.3757,                0.83493,                 1.4119,              0.0012196,              0.0012196,              0.0012196
                     69,                 1.0838,                0.73588,                 1.2888,                0.86587,                0.67365,                0.78863,                0.47438,                  1.396,                0.84181,                 1.4308,               0.001208,               0.001208,               0.001208
                     70,                 1.0928,                0.73969,                 1.2888,                0.87705,                 0.6497,                0.77972,                0.47728,                 1.3663,                0.84853,                 1.4216,              0.0011964,              0.0011964,              0.0011964
                     71,                  1.079,                 0.7306,                 1.2886,                  0.858,                0.67565,                0.78313,                0.48175,                 1.3646,                0.81969,                 1.4235,              0.0011847,              0.0011847,              0.0011847
                     72,                  1.087,                0.73148,                 1.2851,                0.86262,                0.67052,                0.78638,                0.48371,                  1.364,                0.83104,                 1.4077,              0.0011731,              0.0011731,              0.0011731
                     73,                 1.0772,                0.72804,                 1.2768,                0.85509,                0.65469,                0.77679,                0.47373,                  1.391,                0.82876,                  1.439,              0.0011614,              0.0011614,              0.0011614
                     74,                 1.0604,                0.71067,                 1.2744,                 0.8582,                0.66267,                0.77464,                0.47215,                 1.3844,                0.83922,                 1.4229,              0.0011498,              0.0011498,              0.0011498
                     75,                 1.0747,                0.72255,                 1.2779,                0.84857,                0.68762,                0.79052,                0.49314,                 1.3478,                0.80956,                 1.4128,              0.0011381,              0.0011381,              0.0011381
                     76,                 1.0518,                 0.7084,                 1.2685,                0.84979,                0.69661,                0.79573,                0.49063,                 1.3552,                0.80893,                 1.4061,              0.0011265,              0.0011265,              0.0011265
                     77,                 1.0638,                0.71036,                 1.2663,                0.85847,                0.67799,                0.78947,                0.48286,                 1.3543,                0.81802,                 1.4156,              0.0011148,              0.0011148,              0.0011148
                     78,                 1.0612,                 0.6955,                 1.2661,                 0.8751,                0.67125,                0.78509,                0.47974,                  1.357,                0.81399,                 1.4116,              0.0011032,              0.0011032,              0.0011032
                     79,                 1.0576,                0.70935,                 1.2658,                0.85152,                0.68111,                0.78878,                 0.4914,                 1.3461,                0.79891,                  1.395,              0.0010915,              0.0010915,              0.0010915
                     80,                 1.0575,                0.70078,                 1.2571,                0.89332,                0.66367,                0.79103,                0.47878,                 1.3728,                0.82181,                 1.4209,              0.0010799,              0.0010799,              0.0010799
                     81,                 1.0452,                0.69372,                 1.2552,                 0.8695,                0.67822,                0.79211,                0.48634,                 1.3607,                0.81026,                 1.4159,              0.0010682,              0.0010682,              0.0010682
                     82,                 1.0426,                0.69084,                 1.2516,                0.88931,                0.66549,                0.79476,                0.48749,                  1.366,                0.80258,                 1.4093,              0.0010566,              0.0010566,              0.0010566
                     83,                  1.035,                0.68601,                 1.2418,                0.85838,                0.68961,                0.79578,                0.48992,                 1.3593,                0.80279,                 1.4098,              0.0010449,              0.0010449,              0.0010449
                     84,                 1.0309,                0.68255,                  1.241,                0.86414,                0.66866,                0.79552,                0.49458,                  1.333,                 0.7857,                 1.3939,              0.0010333,              0.0010333,              0.0010333
                     85,                 1.0299,                 0.6725,                 1.2419,                0.86213,                0.69271,                0.79316,                0.49026,                 1.3501,                0.79861,                 1.4041,              0.0010216,              0.0010216,              0.0010216
                     86,                 1.0196,                0.67247,                 1.2361,                0.86529,                0.70659,                0.79633,                0.49029,                 1.3646,                0.79254,                  1.404,                0.00101,                0.00101,                0.00101
                     87,                 1.0292,                0.67099,                  1.237,                0.86204,                0.67465,                0.77778,                0.48332,                 1.3439,                 0.7961,                 1.3962,             0.00099835,             0.00099835,             0.00099835
                     88,                 1.0142,                0.66835,                 1.2394,                0.86549,                0.69353,                0.78743,                0.48145,                 1.3531,                0.80019,                 1.4005,             0.00098671,             0.00098671,             0.00098671
                     89,                 1.0235,                 0.6731,                 1.2259,                0.88453,                0.69661,                0.80041,                0.49724,                 1.3342,                  0.789,                 1.3829,             0.00097506,             0.00097506,             0.00097506
                     90,                 1.0095,                0.66842,                 1.2291,                0.87051,                0.68762,                0.80084,                0.49651,                 1.3238,                0.78349,                  1.378,             0.00096341,             0.00096341,             0.00096341
                     91,                 1.0032,                0.65603,                  1.219,                0.87508,                 0.6976,                0.81397,                0.50251,                 1.3218,                0.76243,                 1.3773,             0.00095176,             0.00095176,             0.00095176
                     92,                 1.0081,                0.66535,                  1.218,                 0.8554,                 0.7006,                0.80204,                0.49912,                 1.3185,                0.76359,                 1.3675,             0.00094012,             0.00094012,             0.00094012
                     93,                 0.9976,                0.65419,                 1.2207,                0.86502,                0.70659,                0.81048,                0.49857,                 1.3435,                0.76534,                 1.3884,             0.00092847,             0.00092847,             0.00092847
                     94,                0.98643,                0.63599,                 1.2082,                0.87969,                0.69326,                0.81233,                0.50596,                 1.3127,                0.77688,                  1.362,             0.00091682,             0.00091682,             0.00091682
                     95,                0.99528,                0.64597,                 1.2119,                0.84623,                0.70848,                0.81033,                0.50284,                 1.3261,                  0.778,                 1.3687,             0.00090518,             0.00090518,             0.00090518
                     96,                 0.9915,                0.64319,                 1.2067,                0.86086,                0.71009,                0.81905,                0.49759,                 1.3362,                0.75906,                 1.3778,             0.00089353,             0.00089353,             0.00089353
                     97,                0.98997,                0.63992,                 1.2071,                0.90836,                 0.6826,                 0.8208,                0.50366,                 1.3424,                0.76598,                 1.3795,             0.00088188,             0.00088188,             0.00088188
                     98,                0.99049,                 0.6393,                  1.212,                0.87949,                0.69193,                0.81558,                 0.5092,                 1.3027,                0.76521,                 1.3631,             0.00087024,             0.00087024,             0.00087024
                     99,                0.99167,                0.64284,                 1.2151,                0.88532,                0.70359,                0.81751,                0.50874,                 1.3032,                0.76167,                 1.3581,             0.00085859,             0.00085859,             0.00085859
                    100,                0.97577,                 0.6304,                 1.2006,                0.87181,                0.72655,                0.82455,                0.50585,                 1.3257,                0.75718,                 1.3713,             0.00084694,             0.00084694,             0.00084694
                    101,                0.98178,                0.64067,                 1.2034,                0.86831,                0.69754,                0.81364,                 0.5062,                 1.3063,                0.75443,                 1.3587,             0.00083529,             0.00083529,             0.00083529
                    102,                0.97676,                0.62922,                  1.197,                0.86584,                0.71496,                0.81572,                0.50737,                 1.3216,                0.74677,                 1.3657,             0.00082365,             0.00082365,             0.00082365
                    103,                0.98037,                0.62962,                 1.1989,                 0.8618,                0.72555,                0.82295,                0.51362,                 1.3082,                0.73542,                 1.3528,               0.000812,               0.000812,               0.000812
                    104,                0.97379,                0.62354,                 1.1979,                0.86087,                0.71257,                 0.8171,                0.50998,                 1.3095,                0.74895,                  1.353,             0.00080035,             0.00080035,             0.00080035
                    105,                0.98651,                0.63166,                 1.1964,                0.85167,                0.72255,                0.82043,                0.51366,                 1.3001,                0.73804,                 1.3556,             0.00078871,             0.00078871,             0.00078871
                    106,                0.97506,                0.62804,                 1.1918,                0.87057,                0.72056,                0.82844,                0.52537,                  1.283,                0.72978,                 1.3456,             0.00077706,             0.00077706,             0.00077706
                    107,                0.96144,                0.62111,                 1.1863,                0.87983,                0.71058,                0.81609,                0.51199,                 1.2932,                0.73366,                 1.3504,             0.00076541,             0.00076541,             0.00076541
                    108,                0.96084,                0.60948,                  1.185,                0.89161,                0.71856,                 0.8313,                0.51769,                 1.2994,                0.73564,                 1.3479,             0.00075376,             0.00075376,             0.00075376
                    109,                0.95211,                0.61554,                 1.1854,                0.87601,                0.71921,                0.82424,                0.51412,                 1.2923,                0.73874,                 1.3408,             0.00074212,             0.00074212,             0.00074212
                    110,                0.95578,                0.61546,                 1.1832,                0.85409,                0.72437,                0.82955,                 0.5192,                  1.294,                 0.7271,                  1.352,             0.00073047,             0.00073047,             0.00073047
                    111,                0.95216,                0.60497,                 1.1799,                0.90327,                0.71956,                0.82723,                 0.5162,                 1.2984,                0.73316,                 1.3457,             0.00071882,             0.00071882,             0.00071882
                    112,                0.95174,                0.60286,                 1.1808,                0.88575,                0.72455,                0.83092,                 0.5239,                 1.2835,                0.70878,                 1.3317,             0.00070718,             0.00070718,             0.00070718
                    113,                0.94825,                0.60281,                 1.1728,                0.87649,                0.72455,                0.82323,                0.51956,                 1.2727,                0.72453,                 1.3329,             0.00069553,             0.00069553,             0.00069553
                    114,                0.94415,                0.59722,                 1.1716,                0.88313,                0.71457,                0.82414,                0.51792,                 1.2785,                0.72806,                 1.3347,             0.00068388,             0.00068388,             0.00068388
                    115,                0.94307,                 0.6035,                 1.1701,                0.87047,                0.71089,                0.82634,                0.51566,                 1.2964,                0.72268,                 1.3485,             0.00067224,             0.00067224,             0.00067224
                    116,                0.93496,                0.59368,                 1.1682,                0.87488,                0.71956,                0.82688,                0.52261,                 1.2782,                0.71735,                 1.3327,             0.00066059,             0.00066059,             0.00066059
                    117,                0.93413,                0.59763,                 1.1681,                0.87617,                 0.7273,                0.82567,                0.51921,                 1.2696,                0.72269,                 1.3291,             0.00064894,             0.00064894,             0.00064894
                    118,                 0.9398,                0.59822,                 1.1697,                0.86695,                0.73154,                0.82411,                0.52457,                 1.2607,                0.71715,                 1.3299,             0.00063729,             0.00063729,             0.00063729
                    119,                0.91482,                0.58209,                 1.1608,                0.87167,                0.71856,                0.82257,                0.52191,                 1.2523,                0.71384,                 1.3126,             0.00062565,             0.00062565,             0.00062565
                    120,                0.93142,                0.58971,                 1.1654,                0.86295,                0.72896,                0.82794,                0.52066,                 1.2837,                0.72099,                 1.3365,               0.000614,               0.000614,               0.000614
                    121,                0.92598,                0.58463,                 1.1633,                0.85718,                0.73678,                 0.8293,                 0.5247,                 1.2637,                0.71348,                 1.3289,             0.00060235,             0.00060235,             0.00060235
                    122,                0.91926,                0.58556,                 1.1578,                0.89019,                0.71194,                0.83171,                0.52771,                 1.2574,                0.70643,                 1.3212,             0.00059071,             0.00059071,             0.00059071
                    123,                0.92486,                0.58221,                 1.1619,                0.85411,                0.73038,                0.82823,                0.52896,                 1.2578,                0.69714,                 1.3309,             0.00057906,             0.00057906,             0.00057906
                    124,                0.91855,                0.58005,                 1.1576,                 0.9055,                0.71657,                0.83291,                0.52791,                 1.2642,                 0.7173,                 1.3336,             0.00056741,             0.00056741,             0.00056741
                    125,                0.91441,                0.57365,                 1.1501,                0.88352,                0.73431,                0.83494,                0.52964,                 1.2611,                0.71141,                 1.3211,             0.00055576,             0.00055576,             0.00055576
                    126,                0.91889,                0.58002,                 1.1538,                0.86887,                 0.7475,                0.83571,                0.53472,                 1.2467,                0.70112,                 1.3115,             0.00054412,             0.00054412,             0.00054412
                    127,                0.91145,                0.57318,                 1.1478,                0.86774,                0.72681,                0.82558,                0.52626,                 1.2529,                 0.7058,                 1.3175,             0.00053247,             0.00053247,             0.00053247
                    128,                0.90349,                0.56629,                 1.1444,                 0.8879,                0.72724,                0.83181,                 0.5268,                 1.2524,                0.70774,                 1.3148,             0.00052082,             0.00052082,             0.00052082
                    129,                0.90858,                0.57327,                 1.1484,                0.88206,                 0.7315,                 0.8359,                0.53449,                 1.2471,                0.70246,                 1.3084,             0.00050918,             0.00050918,             0.00050918
                    130,                0.91976,                0.57739,                 1.1528,                0.85926,                 0.7525,                0.83007,                 0.5317,                 1.2517,                0.70454,                 1.3152,             0.00049753,             0.00049753,             0.00049753
                    131,                0.90191,                0.56392,                 1.1434,                0.89552,                0.72854,                0.83315,                0.53118,                 1.2525,                 0.6989,                 1.3165,             0.00048588,             0.00048588,             0.00048588
                    132,                0.89816,                0.56297,                 1.1442,                0.88271,                0.72655,                0.83286,                0.53243,                 1.2498,                0.69908,                 1.3078,             0.00047424,             0.00047424,             0.00047424
                    133,                0.89607,                 0.5631,                 1.1398,                0.86571,                0.73653,                0.83041,                 0.5322,                 1.2465,                0.69881,                 1.3042,             0.00046259,             0.00046259,             0.00046259
                    134,                0.89787,                0.56288,                 1.1375,                0.88791,                0.71956,                0.82813,                0.52902,                 1.2615,                0.68978,                 1.3174,             0.00045094,             0.00045094,             0.00045094
                    135,                0.89096,                0.56197,                 1.1331,                 0.8812,                0.73653,                0.83719,                 0.5369,                 1.2397,                0.68113,                 1.2972,             0.00043929,             0.00043929,             0.00043929
                    136,                0.90209,                0.56243,                  1.139,                0.88477,                0.72455,                0.83868,                 0.5346,                 1.2513,                0.69528,                 1.3073,             0.00042765,             0.00042765,             0.00042765
                    137,                0.89419,                0.56105,                 1.1323,                0.86488,                0.72754,                0.82989,                0.52942,                 1.2551,                0.69643,                 1.3129,               0.000416,               0.000416,               0.000416
                    138,                0.88334,                 0.5526,                 1.1283,                0.86814,                0.73594,                0.83631,                0.53476,                 1.2426,                0.68978,                 1.3079,             0.00040435,             0.00040435,             0.00040435
                    139,                0.89709,                0.55252,                 1.1336,                0.90765,                0.72589,                0.83616,                0.53758,                 1.2361,                0.68604,                 1.2951,             0.00039271,             0.00039271,             0.00039271
                    140,                0.88345,                0.54964,                 1.1292,                 0.8974,                0.73322,                0.84393,                0.53723,                 1.2364,                0.68096,                  1.298,             0.00038106,             0.00038106,             0.00038106
                    141,                0.88014,                0.54807,                 1.1268,                0.88744,                0.73176,                0.84114,                0.53364,                 1.2392,                0.67855,                 1.3039,             0.00036941,             0.00036941,             0.00036941
                    142,                0.88898,                0.55314,                 1.1274,                0.87359,                0.73553,                0.83849,                0.53393,                 1.2365,                0.67937,                 1.3053,             0.00035776,             0.00035776,             0.00035776
                    143,                0.86082,                0.53765,                  1.122,                0.88164,                0.72111,                0.83389,                0.53723,                 1.2327,                0.67413,                 1.3053,             0.00034612,             0.00034612,             0.00034612
                    144,                0.88339,                  0.553,                 1.1274,                0.86609,                0.75449,                0.84255,                 0.5378,                 1.2351,                0.67935,                 1.3031,             0.00033447,             0.00033447,             0.00033447
                    145,                0.86665,                0.53872,                 1.1201,                0.87758,                0.72655,                0.83941,                0.53563,                 1.2306,                0.67844,                 1.2986,             0.00032282,             0.00032282,             0.00032282
                    146,                0.86862,                0.54285,                  1.122,                0.86859,                0.74543,                0.83601,                0.53913,                 1.2367,                0.67547,                 1.3049,             0.00031118,             0.00031118,             0.00031118
                    147,                0.86143,                0.53621,                 1.1188,                0.88585,                0.72806,                0.83569,                0.53587,                 1.2428,                0.68464,                 1.3029,             0.00029953,             0.00029953,             0.00029953
                    148,                0.86716,                0.54277,                 1.1178,                0.90738,                0.71956,                0.84076,                0.53621,                 1.2315,                0.68804,                 1.2927,             0.00028788,             0.00028788,             0.00028788
                    149,                0.85464,                0.53674,                 1.1159,                0.88641,                0.73453,                0.84549,                0.53938,                 1.2315,                0.67579,                 1.2895,             0.00027624,             0.00027624,             0.00027624
                    150,                0.85573,                0.53274,                 1.1116,                0.88157,                0.74287,                0.83973,                0.54072,                 1.2339,                0.67478,                 1.2879,             0.00026459,             0.00026459,             0.00026459
                    151,                0.86171,                0.53758,                 1.1127,                0.89448,                0.73553,                0.84432,                0.54298,                 1.2294,                0.66981,                 1.2838,             0.00025294,             0.00025294,             0.00025294
                    152,                0.86402,                0.53537,                  1.109,                0.89808,                0.73553,                0.84451,                0.54162,                 1.2354,                0.67427,                  1.289,             0.00024129,             0.00024129,             0.00024129
                    153,                0.84979,                0.52569,                 1.1022,                0.88627,                0.74651,                0.84177,                0.54266,                 1.2331,                0.67275,                  1.293,             0.00022965,             0.00022965,             0.00022965
