                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.84892,                0.53008,                 1.1123,                0.87863,                0.74415,                 0.8418,                0.53826,                  1.262,                0.65542,                 1.3112,              0.0004853,              0.0004853,              0.0004853
                    155,                0.86262,                0.53142,                 1.1179,                0.89469,                0.74351,                0.84121,                0.54501,                 1.2488,                0.64524,                 1.3012,              0.0004754,              0.0004754,              0.0004754
                    156,                0.86427,                0.53732,                 1.1121,                0.88288,                 0.7523,                0.84297,                0.53814,                 1.2504,                0.65807,                 1.3049,              0.0004655,              0.0004655,              0.0004655
                    157,                0.85439,                0.52321,                 1.1053,                0.87951,                0.75749,                0.84537,                0.54324,                 1.2436,                0.65088,                 1.2922,              0.0004556,              0.0004556,              0.0004556
                    158,                0.86011,                0.52795,                 1.1074,                0.89688,                0.74152,                0.84618,                0.54909,                 1.2348,                  0.644,                  1.291,              0.0004457,              0.0004457,              0.0004457
                    159,                0.84892,                0.52798,                   1.11,                0.88573,                0.75039,                0.84721,                  0.546,                 1.2361,                0.64653,                 1.2908,              0.0004358,              0.0004358,              0.0004358
                    160,                0.84843,                0.52177,                 1.1113,                0.90024,                0.73852,                0.84224,                0.54658,                 1.2355,                0.65023,                 1.2974,              0.0004259,              0.0004259,              0.0004259
                    161,                0.85868,                 0.5348,                 1.1117,                0.92053,                0.74052,                0.84306,                0.54537,                  1.241,                0.65443,                  1.303,               0.000416,               0.000416,               0.000416
                    162,                0.85087,                0.53067,                 1.1104,                0.90006,                0.74251,                0.84156,                0.54449,                 1.2459,                0.65772,                 1.3031,              0.0004061,              0.0004061,              0.0004061
                    163,                0.85207,                0.52302,                 1.1033,                0.88385,                0.75188,                0.84831,                0.55251,                 1.2237,                0.63999,                 1.2926,              0.0003962,              0.0003962,              0.0003962
                    164,                0.84205,                0.51569,                 1.0961,                0.89928,                0.74852,                0.84917,                0.54813,                 1.2323,                0.63878,                 1.2926,              0.0003863,              0.0003863,              0.0003863
                    165,                0.83883,                0.51716,                 1.0964,                0.89166,                 0.7515,                0.85199,                0.54924,                 1.2337,                0.64726,                 1.2941,              0.0003764,              0.0003764,              0.0003764
                    166,                0.82535,                0.50616,                 1.0928,                0.88343,                 0.7505,                0.84409,                0.54787,                 1.2326,                 0.6464,                 1.2895,              0.0003665,              0.0003665,              0.0003665
                    167,                0.83717,                0.51207,                 1.0999,                0.87943,                0.75349,                 0.8509,                0.54653,                 1.2427,                0.64741,                 1.2971,              0.0003566,              0.0003566,              0.0003566
                    168,                 0.8378,                 0.5115,                 1.0997,                0.90504,                0.74451,                0.85273,                0.54783,                  1.229,                0.63931,                 1.2898,              0.0003467,              0.0003467,              0.0003467
                    169,                0.84452,                0.52234,                 1.1037,                 0.8902,                0.76248,                0.85147,                0.54894,                 1.2352,                0.64403,                 1.2952,              0.0003368,              0.0003368,              0.0003368
                    170,                0.83146,                0.51512,                 1.0973,                0.91769,                0.73434,                0.85246,                0.54862,                 1.2312,                0.64454,                 1.2922,              0.0003269,              0.0003269,              0.0003269
                    171,                0.83782,                0.51084,                 1.0963,                0.87119,                0.75948,                0.85043,                0.54968,                 1.2236,                0.63918,                 1.2881,               0.000317,               0.000317,               0.000317
                    172,                0.82844,                0.51113,                 1.0929,                0.90778,                0.73952,                  0.844,                0.54876,                 1.2211,                0.64028,                 1.2854,              0.0003071,              0.0003071,              0.0003071
                    173,                0.82785,                0.50862,                 1.0924,                0.89834,                 0.7475,                 0.8508,                0.54899,                 1.2182,                0.63621,                 1.2845,              0.0002972,              0.0002972,              0.0002972
                    174,                0.84057,                0.51411,                 1.0963,                0.89598,                0.74787,                0.85066,                0.54898,                 1.2307,                0.63976,                 1.2933,              0.0002873,              0.0002873,              0.0002873
                    175,                0.82127,                  0.508,                 1.0891,                0.90868,                0.73653,                0.84995,                0.55035,                 1.2279,                0.64042,                 1.2904,              0.0002774,              0.0002774,              0.0002774
                    176,                0.81988,                0.49883,                 1.0884,                0.88649,                0.75349,                0.84867,                0.55054,                  1.225,                 0.6339,                 1.2881,              0.0002675,              0.0002675,              0.0002675
                    177,                0.82823,                0.50464,                 1.0895,                  0.889,                0.75948,                0.85139,                0.55239,                 1.2219,                0.63229,                  1.288,              0.0002576,              0.0002576,              0.0002576
                    178,                0.82346,                0.50249,                 1.0896,                0.89208,                0.75897,                0.85469,                0.55295,                  1.214,                0.62545,                 1.2808,              0.0002477,              0.0002477,              0.0002477
                    179,                0.81862,                0.49869,                 1.0839,                0.90425,                0.74461,                0.85164,                0.55151,                 1.2142,                0.63468,                  1.281,              0.0002378,              0.0002378,              0.0002378
                    180,                0.81276,                0.49914,                  1.078,                0.89689,                0.76396,                0.85706,                0.55321,                 1.2184,                0.62891,                 1.2822,              0.0002279,              0.0002279,              0.0002279
                    181,                0.81427,                0.50338,                 1.0793,                 0.8824,                0.76447,                 0.8534,                0.55231,                 1.2168,                0.62811,                 1.2795,               0.000218,               0.000218,               0.000218
                    182,                 0.8077,                0.49177,                 1.0796,                 0.8995,                0.76248,                0.85854,                0.55422,                 1.2189,                 0.6258,                 1.2806,              0.0002081,              0.0002081,              0.0002081
                    183,                0.80901,                0.49339,                 1.0794,                0.89675,                0.75413,                0.85313,                0.55491,                 1.2163,                0.62973,                  1.282,              0.0001982,              0.0001982,              0.0001982
                    184,                0.81429,                0.49926,                 1.0805,                0.89835,                0.75849,                0.85379,                0.55344,                 1.2176,                0.62939,                 1.2798,              0.0001883,              0.0001883,              0.0001883
                    185,                0.81797,                0.49542,                 1.0801,                 0.9132,                0.74651,                0.85235,                0.55347,                 1.2169,                0.63353,                 1.2792,              0.0001784,              0.0001784,              0.0001784
                    186,                0.81506,                0.49811,                 1.0863,                0.89967,                 0.7525,                0.85229,                0.55253,                 1.2237,                0.63208,                 1.2856,              0.0001685,              0.0001685,              0.0001685
                    187,                0.81051,                0.49734,                 1.0801,                0.91157,                0.74451,                 0.8522,                  0.552,                 1.2243,                0.63401,                 1.2864,              0.0001586,              0.0001586,              0.0001586
                    188,                0.81861,                0.50126,                 1.0784,                0.90365,                0.74251,                0.84851,                0.54794,                 1.2235,                0.63114,                 1.2848,              0.0001487,              0.0001487,              0.0001487
                    189,                0.80989,                0.49171,                 1.0789,                 0.9046,                0.74762,                0.85307,                0.55211,                 1.2164,                0.62994,                 1.2807,              0.0001388,              0.0001388,              0.0001388
                    190,                 0.7576,                0.43404,                 1.0459,                0.90047,                 0.7485,                0.84531,                0.54426,                 1.2318,                0.64445,                 1.2923,              0.0001289,              0.0001289,              0.0001289
                    191,                0.74332,                0.42261,                 1.0369,                0.91213,                0.74152,                0.84384,                0.54303,                 1.2398,                0.64621,                 1.2997,               0.000119,               0.000119,               0.000119
                    192,                0.73344,                0.41738,                  1.029,                0.88997,                 0.7515,                0.84265,                0.54305,                 1.2405,                0.64502,                 1.3024,              0.0001091,              0.0001091,              0.0001091
                    193,                 0.7269,                0.41201,                 1.0282,                0.89447,                0.75287,                  0.842,                0.54398,                 1.2405,                0.64431,                 1.2973,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                0.73219,                 0.4174,                 1.0301,                0.89107,                0.75105,                0.84442,                0.54449,                 1.2344,                0.64263,                 1.2941,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.71686,                0.40754,                 1.0238,                0.89307,                 0.7525,                0.84284,                0.54674,                 1.2284,                0.64083,                 1.2914,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.72243,                0.40651,                 1.0248,                0.89648,                 0.7485,                0.84096,                0.54626,                 1.2251,                0.64204,                 1.2888,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                 0.7182,                0.40462,                 1.0215,                0.89285,                0.74451,                0.84019,                0.54479,                 1.2309,                0.64654,                 1.2911,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.71602,                0.40998,                 1.0234,                 0.8994,                0.74451,                0.84181,                0.54889,                 1.2257,                 0.6417,                 1.2875,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.72078,                0.40989,                  1.026,                0.89744,                0.74232,                0.84364,                0.55082,                 1.2214,                 0.6378,                 1.2849,               3.98e-05,               3.98e-05,               3.98e-05
