                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.6144,                 1.4696,                 1.8144,                0.62042,                0.43713,                0.49941,                0.24263,                  1.835,                 1.6166,                 1.8896,               0.001901,               0.001901,               0.001901
                     12,                 1.5886,                 1.4178,                 1.7915,                0.66242,                0.48303,                0.54933,                0.27276,                 1.7916,                 1.4936,                 1.8681,              0.0018911,              0.0018911,              0.0018911
                     13,                 1.5829,                 1.4129,                 1.7809,                0.68936,                0.46806,                0.55212,                0.28144,                 1.7831,                 1.4583,                 1.8207,              0.0018812,              0.0018812,              0.0018812
                     14,                 1.5474,                 1.3602,                 1.7456,                0.66704,                0.48802,                0.55356,                0.28789,                 1.7386,                 1.4844,                 1.8143,              0.0018713,              0.0018713,              0.0018713
                     15,                 1.5286,                 1.3245,                 1.7274,                0.73469,                    0.5,                0.59353,                0.31106,                 1.7327,                 1.3625,                 1.7938,              0.0018614,              0.0018614,              0.0018614
                     16,                 1.5045,                 1.2773,                 1.6963,                0.67215,                  0.501,                0.57075,                0.26016,                 1.8473,                 1.4419,                 1.8961,              0.0018515,              0.0018515,              0.0018515
                     17,                 1.4815,                 1.2608,                  1.699,                 0.7162,                0.51497,                0.61264,                0.31613,                 1.7036,                 1.3487,                 1.7629,              0.0018416,              0.0018416,              0.0018416
                     18,                 1.4834,                 1.2305,                 1.6666,                0.68962,                0.53662,                0.60526,                0.30642,                 1.7011,                 1.3728,                  1.756,              0.0018317,              0.0018317,              0.0018317
                     19,                  1.452,                 1.1994,                 1.6372,                0.78443,                0.54491,                0.65036,                0.34654,                 1.6448,                 1.2656,                 1.7168,              0.0018218,              0.0018218,              0.0018218
                     20,                 1.4345,                 1.1681,                 1.6289,                0.77133,                0.52695,                0.64173,                0.35385,                 1.6349,                 1.2113,                 1.6898,              0.0018119,              0.0018119,              0.0018119
                     21,                 1.4238,                 1.1608,                 1.6074,                0.76236,                0.51867,                0.63606,                0.33764,                 1.6664,                 1.2608,                  1.713,               0.001802,               0.001802,               0.001802
                     22,                 1.3998,                  1.115,                 1.5866,                0.75377,                 0.5509,                 0.6442,                0.35167,                 1.6254,                   1.25,                 1.6612,              0.0017921,              0.0017921,              0.0017921
                     23,                 1.3974,                 1.1077,                 1.5912,                0.74571,                0.53493,                0.62108,                0.33043,                 1.6769,                 1.2559,                 1.7542,              0.0017822,              0.0017822,              0.0017822
                     24,                 1.3749,                 1.0845,                 1.5663,                0.76663,                0.56287,                0.66253,                0.36937,                 1.5639,                 1.1665,                 1.6489,              0.0017723,              0.0017723,              0.0017723
                     25,                 1.3762,                 1.0843,                 1.5656,                0.79209,                0.55511,                0.66054,                0.37092,                  1.599,                 1.1449,                 1.6504,              0.0017624,              0.0017624,              0.0017624
                     26,                 1.3583,                 1.0462,                 1.5582,                0.76652,                0.58882,                0.68016,                0.36892,                 1.5808,                 1.2289,                 1.6492,              0.0017525,              0.0017525,              0.0017525
                     27,                 1.3569,                 1.0418,                 1.5402,                0.76889,                0.55783,                0.66658,                0.33711,                 1.7103,                 1.1705,                 1.7515,              0.0017426,              0.0017426,              0.0017426
                     28,                  1.335,                 1.0343,                 1.5285,                0.75966,                0.56088,                0.67596,                0.37994,                 1.5623,                 1.1159,                 1.6238,              0.0017327,              0.0017327,              0.0017327
                     29,                 1.3375,                 1.0196,                 1.5225,                0.80778,                0.59553,                0.69644,                0.37755,                 1.5949,                 1.1173,                 1.6614,              0.0017228,              0.0017228,              0.0017228
                     30,                 1.3356,                 1.0087,                 1.5172,                0.75366,                0.60457,                0.69869,                0.37909,                 1.6021,                 1.1132,                 1.6358,              0.0017129,              0.0017129,              0.0017129
                     31,                 1.2967,                0.99737,                 1.4976,                0.82435,                0.57884,                0.69615,                0.39173,                 1.5517,                 1.0736,                 1.6032,               0.001703,               0.001703,               0.001703
                     32,                 1.3114,                0.98843,                 1.5007,                0.78068,                0.57903,                0.67646,                0.36208,                 1.6248,                 1.1283,                  1.673,              0.0016931,              0.0016931,              0.0016931
                     33,                 1.2831,                0.95964,                 1.4788,                0.82295,                0.58084,                0.70587,                0.39629,                  1.541,                  1.072,                 1.5928,              0.0016832,              0.0016832,              0.0016832
                     34,                 1.2862,                0.95849,                 1.4754,                0.82821,                0.60143,                0.70879,                 0.3932,                 1.5583,                 1.0434,                 1.6186,              0.0016733,              0.0016733,              0.0016733
                     35,                 1.2778,                0.95587,                 1.4782,                0.79109,                0.61976,                0.71787,                0.40501,                 1.5375,                 1.0445,                 1.5995,              0.0016634,              0.0016634,              0.0016634
                     36,                  1.264,                0.94192,                 1.4684,                0.79191,                0.60279,                0.70203,                0.39052,                 1.5393,                 1.0772,                 1.6044,              0.0016535,              0.0016535,              0.0016535
                     37,                 1.2661,                0.93286,                 1.4562,                0.82191,                0.60579,                0.72268,                0.41558,                 1.5247,                 1.0067,                 1.5881,              0.0016436,              0.0016436,              0.0016436
                     38,                 1.2591,                0.92315,                 1.4473,                 0.8161,                0.59681,                0.71332,                0.39806,                 1.5322,                 1.0199,                 1.5865,              0.0016337,              0.0016337,              0.0016337
                     39,                 1.2565,                0.91648,                 1.4491,                0.81569,                0.61776,                0.71896,                0.40772,                 1.5123,                 1.0412,                 1.5669,              0.0016238,              0.0016238,              0.0016238
                     40,                 1.2603,                0.91969,                 1.4444,                  0.847,                0.61876,                 0.7405,                  0.421,                 1.5088,                0.99183,                 1.5549,              0.0016139,              0.0016139,              0.0016139
                     41,                 1.2457,                 0.8973,                 1.4354,                0.79906,                0.62308,                0.73293,                0.42923,                 1.4833,                0.95743,                 1.5491,               0.001604,               0.001604,               0.001604
                     42,                 1.2347,                0.88811,                 1.4263,                0.80344,                0.63673,                0.73658,                0.42819,                 1.4701,                0.97536,                 1.5308,              0.0015941,              0.0015941,              0.0015941
                     43,                 1.2266,                0.88267,                 1.4227,                 0.8279,                0.62413,                0.73905,                0.42096,                 1.4877,                0.95995,                 1.5495,              0.0015842,              0.0015842,              0.0015842
                     44,                  1.214,                0.87004,                 1.4103,                0.84475,                0.62275,                0.73966,                0.42804,                 1.4938,                0.96691,                 1.5398,              0.0015743,              0.0015743,              0.0015743
                     45,                 1.2187,                0.87224,                  1.412,                0.83859,                0.64271,                  0.751,                0.43865,                 1.4443,                0.95477,                 1.5136,              0.0015644,              0.0015644,              0.0015644
                     46,                 1.1989,                 0.8612,                 1.4041,                 0.8349,                0.64371,                0.75657,                0.43932,                 1.4795,                0.94425,                 1.5243,              0.0015545,              0.0015545,              0.0015545
                     47,                 1.1983,                0.85116,                 1.3988,                0.82491,                0.61776,                0.72743,                0.42852,                  1.492,                0.95242,                 1.5488,              0.0015446,              0.0015446,              0.0015446
                     48,                 1.1926,                0.84121,                 1.3914,                0.85523,                0.63672,                0.75121,                0.43333,                 1.4765,                0.96515,                 1.5323,              0.0015347,              0.0015347,              0.0015347
                     49,                 1.1826,                0.84201,                 1.3832,                0.82058,                0.63901,                0.74587,                0.44285,                  1.441,                0.95768,                 1.4989,              0.0015248,              0.0015248,              0.0015248
                     50,                 1.1799,                0.83543,                  1.376,                0.84779,                0.63074,                0.74524,                0.43979,                  1.461,                0.93586,                 1.5225,              0.0015149,              0.0015149,              0.0015149
                     51,                 1.1836,                0.82678,                 1.3823,                0.85037,                0.62076,                0.74236,                 0.4298,                 1.4828,                0.93704,                 1.5359,               0.001505,               0.001505,               0.001505
                     52,                 1.1751,                 0.8308,                 1.3702,                0.86021,                0.61414,                 0.7503,                0.44581,                 1.4189,                 0.9095,                 1.4821,              0.0014951,              0.0014951,              0.0014951
                     53,                 1.1735,                0.80941,                  1.367,                0.82314,                0.65968,                0.75473,                0.44256,                 1.4374,                0.90855,                 1.5013,              0.0014852,              0.0014852,              0.0014852
                     54,                 1.1548,                0.79141,                 1.3441,                0.83322,                0.65314,                0.75844,                0.45482,                 1.4251,                 0.9061,                 1.4865,              0.0014753,              0.0014753,              0.0014753
                     55,                 1.1535,                0.80549,                 1.3523,                0.84642,                0.62704,                0.75176,                0.45365,                 1.4175,                0.89223,                 1.4831,              0.0014654,              0.0014654,              0.0014654
                     56,                 1.1354,                0.78583,                 1.3423,                 0.8225,                0.66595,                0.76757,                0.45628,                 1.4053,                  0.884,                 1.4746,              0.0014555,              0.0014555,              0.0014555
                     57,                 1.1668,                0.80863,                 1.3485,                0.85573,                0.64072,                0.76184,                 0.4489,                 1.4169,                0.91976,                 1.4779,              0.0014456,              0.0014456,              0.0014456
                     58,                 1.1498,                 0.7908,                 1.3497,                0.86903,                0.63574,                0.75804,                0.44488,                 1.4575,                0.89711,                 1.5072,              0.0014357,              0.0014357,              0.0014357
                     59,                 1.1231,                0.77812,                 1.3385,                  0.849,                0.66214,                0.76891,                0.45596,                 1.4132,                0.87696,                 1.4737,              0.0014258,              0.0014258,              0.0014258
                     60,                 1.1432,                0.77979,                 1.3352,                0.83812,                0.66068,                0.76533,                 0.4614,                 1.3922,                0.88304,                 1.4671,              0.0014159,              0.0014159,              0.0014159
                     61,                 1.1379,                0.77332,                 1.3382,                0.85909,                0.62669,                0.75355,                0.45534,                 1.4222,                0.89517,                 1.4783,               0.001406,               0.001406,               0.001406
                     62,                 1.1287,                0.77658,                 1.3281,                0.83077,                0.66141,                0.76682,                0.46255,                 1.4153,                 0.8706,                 1.4672,              0.0013961,              0.0013961,              0.0013961
                     63,                 1.1012,                0.75658,                 1.3102,                0.83651,                0.68064,                0.78464,                0.46422,                 1.4165,                0.88286,                 1.4695,              0.0013862,              0.0013862,              0.0013862
                     64,                 1.1121,                 0.7578,                 1.3149,                0.83822,                0.67221,                0.76666,                0.46084,                 1.3958,                0.88427,                 1.4506,              0.0013763,              0.0013763,              0.0013763
                     65,                  1.112,                0.76547,                 1.3159,                 0.8625,                0.65569,                0.77213,                0.46356,                 1.4045,                0.87531,                 1.4475,              0.0013664,              0.0013664,              0.0013664
                     66,                 1.1061,                0.75069,                 1.3053,                0.85366,                0.67964,                0.77155,                0.46214,                 1.4122,                0.87226,                 1.4727,              0.0013565,              0.0013565,              0.0013565
                     67,                 1.1068,                 0.7603,                 1.3088,                0.83799,                0.67864,                0.78074,                0.47283,                 1.3845,                 0.8709,                 1.4346,              0.0013466,              0.0013466,              0.0013466
                     68,                  1.101,                0.74442,                 1.3061,                0.85817,                0.66866,                0.77343,                0.46914,                 1.3896,                 0.8568,                 1.4445,              0.0013367,              0.0013367,              0.0013367
                     69,                 1.0826,                0.74002,                  1.298,                0.86167,                0.68064,                0.78242,                0.46913,                  1.384,                 0.8328,                 1.4476,              0.0013268,              0.0013268,              0.0013268
                     70,                 1.1053,                0.74414,                 1.2997,                0.83872,                0.69547,                0.78299,                0.48027,                 1.3619,                0.82446,                 1.4225,              0.0013169,              0.0013169,              0.0013169
                     71,                 1.0861,                 0.7313,                  1.299,                0.86155,                0.67565,                0.78434,                0.47756,                 1.3746,                0.83143,                 1.4255,               0.001307,               0.001307,               0.001307
                     72,                 1.0963,                0.72984,                 1.3007,                0.84588,                0.69014,                0.78662,                0.47931,                  1.367,                0.82494,                 1.4251,              0.0012971,              0.0012971,              0.0012971
                     73,                 1.0898,                0.73444,                 1.2924,                0.88317,                 0.6517,                0.77172,                0.46151,                 1.4057,                0.84519,                 1.4703,              0.0012872,              0.0012872,              0.0012872
                     74,                 1.0683,                0.71309,                 1.2832,                0.85286,                 0.6826,                0.78776,                0.48247,                  1.356,                 0.8144,                 1.4165,              0.0012773,              0.0012773,              0.0012773
                     75,                 1.0767,                0.72204,                 1.2843,                0.86517,                0.65962,                0.77863,                0.48079,                 1.3567,                0.83537,                 1.4218,              0.0012674,              0.0012674,              0.0012674
                     76,                  1.055,                 0.7058,                 1.2767,                 0.8577,                0.67365,                0.78792,                0.48503,                 1.3564,                0.82777,                 1.4215,              0.0012575,              0.0012575,              0.0012575
                     77,                 1.0817,                0.71897,                 1.2768,                0.82994,                 0.7016,                0.79649,                0.49256,                 1.3326,                0.81317,                 1.4043,              0.0012476,              0.0012476,              0.0012476
                     78,                  1.073,                0.70288,                 1.2814,                0.85505,                 0.6947,                0.80035,                0.49142,                 1.3519,                0.79929,                 1.4129,              0.0012377,              0.0012377,              0.0012377
                     79,                 1.0679,                0.71116,                 1.2729,                0.86113,                0.67454,                 0.7829,                0.48406,                 1.3606,                0.81485,                 1.4129,              0.0012278,              0.0012278,              0.0012278
                     80,                 1.0614,                0.70371,                 1.2649,                0.87885,                0.66467,                0.77942,                0.47711,                 1.3745,                0.82651,                 1.4237,              0.0012179,              0.0012179,              0.0012179
                     81,                 1.0574,                0.70165,                 1.2666,                0.88124,                0.68128,                0.79406,                0.48006,                 1.3741,                0.81559,                 1.4283,               0.001208,               0.001208,               0.001208
                     82,                 1.0427,                0.68949,                 1.2524,                0.85597,                0.67964,                0.78694,                0.49054,                 1.3311,                  0.801,                 1.3877,              0.0011981,              0.0011981,              0.0011981
                     83,                 1.0492,                0.68987,                 1.2535,                0.86443,                0.68164,                0.78945,                0.49825,                 1.3342,                0.79465,                 1.4014,              0.0011882,              0.0011882,              0.0011882
                     84,                 1.0427,                0.69058,                 1.2507,                0.84929,                0.67764,                0.79256,                0.49459,                 1.3253,                0.78845,                 1.3861,              0.0011783,              0.0011783,              0.0011783
                     85,                 1.0366,                0.68113,                 1.2515,                0.89196,                0.68064,                0.80079,                 0.4889,                 1.3537,                0.80973,                 1.4048,              0.0011684,              0.0011684,              0.0011684
                     86,                 1.0283,                0.67585,                 1.2463,                0.81498,                0.71457,                0.79515,                0.48603,                 1.3681,                0.80848,                 1.4177,              0.0011585,              0.0011585,              0.0011585
                     87,                 1.0333,                0.67596,                 1.2419,                0.87487,                0.68164,                0.80278,                0.49809,                 1.3283,                0.78962,                 1.3772,              0.0011486,              0.0011486,              0.0011486
                     88,                 1.0201,                0.67291,                 1.2423,                0.84706,                0.70359,                0.80674,                0.49539,                 1.3411,                0.77788,                  1.395,              0.0011387,              0.0011387,              0.0011387
                     89,                 1.0303,                 0.6723,                 1.2315,                0.88224,                0.69537,                0.80872,                0.49676,                 1.3341,                0.78154,                 1.3814,              0.0011288,              0.0011288,              0.0011288
                     90,                 1.0199,                 0.6742,                 1.2379,                 0.8731,                0.68663,                0.79573,                0.49521,                 1.3358,                0.79013,                 1.3981,              0.0011189,              0.0011189,              0.0011189
                     91,                 1.0136,                0.66135,                 1.2265,                0.84092,                0.71748,                0.80429,                0.50699,                 1.3211,                0.77261,                 1.3733,               0.001109,               0.001109,               0.001109
                     92,                 1.0125,                0.66605,                 1.2264,                0.89504,                0.68762,                0.81098,                0.50195,                 1.3196,                0.77908,                 1.3763,              0.0010991,              0.0010991,              0.0010991
                     93,                 1.0084,                 0.6593,                 1.2307,                0.87669,                0.69461,                0.80339,                0.49935,                 1.3403,                0.77035,                 1.3949,              0.0010892,              0.0010892,              0.0010892
                     94,                0.99726,                0.64964,                 1.2192,                0.85849,                0.68419,                0.79525,                0.49539,                 1.3368,                 0.7814,                 1.3892,              0.0010793,              0.0010793,              0.0010793
                     95,                 1.0096,                0.65395,                 1.2259,                0.86772,                0.70259,                0.81069,                0.50817,                 1.3269,                0.74635,                 1.3867,              0.0010694,              0.0010694,              0.0010694
                     96,                 1.0027,                0.65181,                 1.2172,                0.90388,                0.67575,                0.80975,                0.49722,                  1.341,                 0.7576,                  1.387,              0.0010595,              0.0010595,              0.0010595
                     97,                 1.0025,                0.65092,                 1.2179,                0.89569,                0.68554,                0.80845,                 0.4953,                 1.3523,                0.77282,                 1.3955,              0.0010496,              0.0010496,              0.0010496
                     98,                0.99647,                  0.645,                 1.2183,                0.84339,                0.72556,                0.81943,                0.51577,                 1.2994,                0.75799,                 1.3611,              0.0010397,              0.0010397,              0.0010397
                     99,                 1.0046,                0.65448,                 1.2263,                0.87394,                0.70259,                 0.8139,                0.51324,                  1.304,                0.75025,                 1.3693,              0.0010298,              0.0010298,              0.0010298
                    100,                0.98509,                0.63891,                 1.2099,                0.85938,                0.70559,                0.80522,                0.50453,                 1.3114,                0.74834,                 1.3801,              0.0010199,              0.0010199,              0.0010199
                    101,                0.99497,                0.64667,                 1.2185,                0.86025,                0.70032,                0.81069,                0.50388,                 1.3168,                0.75655,                 1.3728,                0.00101,                0.00101,                0.00101
                    102,                0.99496,                0.63887,                 1.2148,                0.84558,                0.73553,                0.81458,                0.50896,                 1.3163,                0.74424,                  1.372,              0.0010001,              0.0010001,              0.0010001
                    103,                0.98527,                 0.6336,                  1.211,                0.86561,                0.71998,                0.81665,                0.50974,                 1.3093,                0.74493,                 1.3661,              0.0009902,              0.0009902,              0.0009902
                    104,                0.98291,                0.63206,                 1.2122,                0.86147,                0.71991,                0.82042,                 0.5135,                 1.3086,                0.74153,                 1.3592,              0.0009803,              0.0009803,              0.0009803
                    105,                0.99363,                0.63605,                 1.2061,                0.87184,                 0.7016,                0.80923,                0.50077,                 1.3338,                0.75022,                 1.3789,              0.0009704,              0.0009704,              0.0009704
                    106,                 0.9789,                0.63429,                 1.1977,                0.87443,                0.70259,                0.81378,                0.51718,                  1.292,                0.73595,                 1.3526,              0.0009605,              0.0009605,              0.0009605
                    107,                0.98195,                0.63019,                 1.2009,                0.85309,                 0.7244,                 0.8098,                0.51444,                 1.2943,                0.73808,                 1.3498,              0.0009506,              0.0009506,              0.0009506
                    108,                0.96612,                0.61507,                 1.1922,                0.86724,                0.71756,                0.81091,                0.50554,                 1.3168,                0.74583,                 1.3728,              0.0009407,              0.0009407,              0.0009407
                    109,                0.96404,                0.62095,                  1.197,                0.85321,                0.71557,                0.81161,                0.51243,                 1.2924,                0.74038,                 1.3476,              0.0009308,              0.0009308,              0.0009308
                    110,                0.96529,                0.61392,                 1.1924,                0.87506,                0.72555,                0.82516,                0.51599,                 1.2971,                0.71668,                 1.3501,              0.0009209,              0.0009209,              0.0009209
                    111,                 0.9575,                0.60445,                 1.1861,                0.88079,                0.70559,                0.81469,                0.51366,                 1.3097,                0.73096,                 1.3672,               0.000911,               0.000911,               0.000911
                    112,                0.95526,                0.60913,                  1.186,                0.87831,                0.71557,                0.82001,                0.52154,                 1.2864,                0.71392,                 1.3351,              0.0009011,              0.0009011,              0.0009011
                    113,                 0.9627,                0.61331,                 1.1829,                0.86519,                0.72655,                0.81723,                0.52246,                 1.2798,                0.72434,                 1.3387,              0.0008912,              0.0008912,              0.0008912
                    114,                0.95432,                0.60352,                 1.1803,                0.85766,                0.70958,                0.81093,                0.51717,                 1.2734,                0.71799,                  1.337,              0.0008813,              0.0008813,              0.0008813
                    115,                0.95313,                0.60362,                  1.174,                0.86938,                0.71756,                0.81575,                0.52126,                 1.2732,                0.71193,                 1.3358,              0.0008714,              0.0008714,              0.0008714
                    116,                0.93397,                0.59232,                 1.1685,                0.88235,                0.70758,                0.81948,                0.51881,                 1.2796,                0.72321,                 1.3382,              0.0008615,              0.0008615,              0.0008615
                    117,                0.94393,                0.60415,                 1.1733,                0.87578,                0.73177,                 0.8242,                0.51575,                 1.2957,                0.71739,                 1.3489,              0.0008516,              0.0008516,              0.0008516
                    118,                 0.9505,                0.59958,                 1.1765,                0.86366,                0.71956,                0.82312,                0.52373,                 1.2851,                0.71308,                 1.3494,              0.0008417,              0.0008417,              0.0008417
                    119,                0.93101,                0.58756,                 1.1705,                0.86776,                0.72455,                0.82093,                0.52022,                 1.2925,                0.71437,                 1.3502,              0.0008318,              0.0008318,              0.0008318
                    120,                0.94676,                0.59749,                  1.175,                0.88592,                0.72854,                0.82757,                0.52254,                 1.2846,                0.70497,                 1.3495,              0.0008219,              0.0008219,              0.0008219
                    121,                0.94073,                0.59416,                 1.1714,                0.86893,                0.73453,                0.82987,                0.52382,                 1.2755,                0.70201,                 1.3358,               0.000812,               0.000812,               0.000812
                    122,                0.92227,                0.58395,                 1.1616,                0.86907,                0.73531,                0.83412,                0.52698,                  1.277,                0.69446,                 1.3364,              0.0008021,              0.0008021,              0.0008021
                    123,                 0.9274,                0.58544,                 1.1646,                0.89309,                0.72954,                0.82508,                0.52551,                 1.2706,                 0.6929,                 1.3346,              0.0007922,              0.0007922,              0.0007922
                    124,                0.93207,                0.58621,                 1.1642,                0.86519,                0.73253,                0.82752,                0.52533,                 1.2888,                0.70084,                 1.3412,              0.0007823,              0.0007823,              0.0007823
                    125,                0.92341,                 0.5794,                 1.1572,                0.90024,                0.72047,                0.83141,                0.52809,                 1.2721,                0.69362,                 1.3318,              0.0007724,              0.0007724,              0.0007724
                    126,                0.92612,                0.58135,                 1.1572,                0.88015,                0.73653,                0.82782,                0.52702,                 1.2764,                 0.7029,                 1.3419,              0.0007625,              0.0007625,              0.0007625
                    127,                0.92041,                0.57641,                 1.1538,                0.86142,                  0.732,                0.82352,                0.52678,                 1.2662,                0.69306,                 1.3326,              0.0007526,              0.0007526,              0.0007526
                    128,                0.91746,                 0.5733,                 1.1556,                0.87288,                0.71955,                0.82565,                0.52691,                 1.2672,                0.70368,                 1.3309,              0.0007427,              0.0007427,              0.0007427
                    129,                0.92206,                0.58359,                 1.1593,                0.88257,                0.73054,                0.83351,                0.52831,                 1.2684,                0.69293,                  1.334,              0.0007328,              0.0007328,              0.0007328
                    130,                0.93447,                0.58379,                 1.1611,                0.86686,                0.73553,                0.82786,                0.52636,                  1.264,                  0.693,                 1.3272,              0.0007229,              0.0007229,              0.0007229
                    131,                0.90631,                0.56923,                 1.1464,                 0.8682,                0.73852,                0.83252,                0.52972,                 1.2596,                0.69068,                 1.3191,               0.000713,               0.000713,               0.000713
                    132,                0.90897,                0.57397,                  1.152,                0.86685,                0.73154,                0.82794,                0.53126,                 1.2584,                0.68904,                  1.315,              0.0007031,              0.0007031,              0.0007031
                    133,                0.90559,                0.56459,                 1.1485,                0.86071,                0.74451,                0.82978,                 0.5282,                 1.2741,                0.68488,                 1.3258,              0.0006932,              0.0006932,              0.0006932
                    134,                 0.9073,                0.56743,                 1.1441,                0.88755,                0.73154,                0.83437,                0.53144,                 1.2647,                0.68239,                 1.3264,              0.0006833,              0.0006833,              0.0006833
                    135,                0.91113,                0.57169,                 1.1466,                0.87413,                0.74161,                0.84177,                0.53816,                  1.252,                 0.6715,                 1.3134,              0.0006734,              0.0006734,              0.0006734
                    136,                0.90836,                0.56703,                 1.1432,                0.87233,                0.74329,                0.83518,                0.53451,                 1.2553,                0.67434,                 1.3181,              0.0006635,              0.0006635,              0.0006635
                    137,                0.90227,                0.56802,                 1.1408,                0.87144,                0.74052,                   0.84,                0.53489,                 1.2525,                0.67797,                 1.3214,              0.0006536,              0.0006536,              0.0006536
                    138,                0.89074,                0.55359,                  1.135,                0.86967,                0.73253,                0.83691,                0.53998,                 1.2411,                0.67832,                  1.309,              0.0006437,              0.0006437,              0.0006437
                    139,                0.90378,                0.55922,                 1.1403,                0.88758,                 0.7328,                0.83777,                0.54022,                 1.2378,                0.66593,                 1.3021,              0.0006338,              0.0006338,              0.0006338
                    140,                0.89654,                0.55971,                 1.1374,                0.91416,                0.72277,                0.84108,                0.53831,                 1.2471,                0.66497,                 1.3093,              0.0006239,              0.0006239,              0.0006239
                    141,                0.88967,                0.55441,                 1.1316,                0.89715,                0.72257,                0.83556,                0.53968,                 1.2447,                0.66496,                 1.3062,               0.000614,               0.000614,               0.000614
                    142,                0.90389,                0.56054,                 1.1372,                0.90558,                0.73353,                0.84257,                0.53642,                 1.2567,                0.66652,                 1.3202,              0.0006041,              0.0006041,              0.0006041
                    143,                0.87561,                0.54599,                 1.1315,                0.89551,                0.73555,                0.83818,                0.54094,                 1.2541,                0.66066,                 1.3139,              0.0005942,              0.0005942,              0.0005942
                    144,                0.89762,                0.56019,                 1.1356,                0.89323,                0.73473,                0.84005,                0.54246,                 1.2469,                0.66092,                 1.3084,              0.0005843,              0.0005843,              0.0005843
                    145,                0.88444,                0.55228,                 1.1318,                0.88668,                0.72555,                0.83485,                0.53318,                 1.2529,                0.67554,                 1.3063,              0.0005744,              0.0005744,              0.0005744
                    146,                0.88058,                0.54993,                 1.1307,                0.86546,                0.75758,                0.84596,                 0.5385,                 1.2535,                 0.6616,                 1.3099,              0.0005645,              0.0005645,              0.0005645
                    147,                0.87902,                0.54331,                 1.1245,                0.87422,                0.74221,                0.84503,                0.53839,                 1.2511,                0.66466,                  1.314,              0.0005546,              0.0005546,              0.0005546
                    148,                0.87108,                0.54706,                  1.123,                0.88254,                0.75737,                0.84697,                0.54129,                 1.2403,                0.65771,                  1.302,              0.0005447,              0.0005447,              0.0005447
                    149,                0.86085,                0.54282,                 1.1222,                0.89014,                0.74392,                0.84994,                0.54202,                 1.2533,                0.65264,                 1.3093,              0.0005348,              0.0005348,              0.0005348
                    150,                0.86505,                0.53618,                 1.1194,                0.88358,                0.75449,                0.84675,                0.54258,                 1.2448,                0.65162,                 1.3082,              0.0005249,              0.0005249,              0.0005249
                    151,                0.87375,                0.54215,                 1.1211,                0.89696,                0.73453,                0.84298,                0.54043,                 1.2443,                0.65024,                 1.3046,               0.000515,               0.000515,               0.000515
                    152,                0.87452,                0.53852,                 1.1157,                0.89907,                0.73054,                0.83709,                0.54114,                 1.2442,                0.65859,                 1.2987,              0.0005051,              0.0005051,              0.0005051
                    153,                0.86076,                  0.534,                 1.1063,                  0.903,                0.74323,                0.84502,                0.54637,                 1.2442,                0.65042,                 1.3056,              0.0004952,              0.0004952,              0.0004952
